layer,probe,mean_r2,std_r2,best_lr,best_wd
0,speed,0.13892869468838845,0.06886287606242363,0.001,0.1
1,speed,0.9110166357549506,0.030584561675354994,0.001,0.1
2,speed,0.7732574365851435,0.08232933314181257,0.001,0.1
3,speed,0.8846458876670713,0.031604607750156485,0.001,0.1
4,speed,0.8978241271327155,0.019327813374771786,0.001,0.1
5,speed,0.9224344326400862,0.022027273197180067,0.001,0.1
6,speed,0.9571880611445851,0.00790427292980511,0.001,0.1
7,speed,0.9554490521659342,0.007314356017994548,0.001,0.1
8,speed,0.9225101556691125,0.03160659768266778,0.001,0.1
9,speed,0.9501976571309954,0.025416169378868664,0.001,0.1
10,speed,0.9250092165712429,0.04976095649003152,0.001,0.1
11,speed,0.9244296744734424,0.06534045846089492,0.001,0.1
12,speed,0.9642929651598868,0.012362033931007958,0.001,0.1
13,speed,0.96837288779724,0.0105083688822735,0.001,0.1
14,speed,0.9500252921489667,0.026195985890349122,0.001,0.1
15,speed,0.9376279547650089,0.026768472546161576,0.001,0.1
16,speed,0.9680490922788912,0.00763169126269687,0.001,0.1
17,speed,0.9752044985380408,0.00482764893863624,0.001,0.1
18,speed,0.9469295208115023,0.03838703794337315,0.001,0.1
19,speed,0.9683953499915232,0.005154315615584051,0.001,0.1
20,speed,0.9728194675577366,0.00605111933802857,0.001,0.1
21,speed,0.9512864872912138,0.0550466256525785,0.001,0.1
22,speed,0.9583266167040673,0.025964124492365667,0.001,0.1
23,speed,0.9749232311125361,0.004682983171534121,0.001,0.1
0,direction,0.026749642412693862,0.07530815135000239,0.001,0.1
1,direction,0.5994476273702817,0.01866797401692298,0.001,0.1
2,direction,0.7657988294564867,0.033696848608874556,0.001,0.1
3,direction,0.8519188249126893,0.018569627167562136,0.001,0.1
4,direction,0.8447063810015706,0.028627902295434823,0.001,0.1
5,direction,0.9058052862458972,0.021862979701798974,0.001,0.1
6,direction,0.9360625955275361,0.00919655483821113,0.001,0.1
7,direction,0.9267125270971684,0.023214989759256743,0.001,0.1
8,direction,0.965910039877242,0.002616781855306597,0.001,0.1
9,direction,0.9796091858785969,0.004526777268873479,0.001,0.1
10,direction,0.9777884082015191,0.004222960439748351,0.001,0.1
11,direction,0.9768343041587894,0.013963139516174113,0.001,0.1
12,direction,0.9188388028288088,0.05325115404255883,0.001,0.1
13,direction,0.9666850290970661,0.016602156362092342,0.001,0.1
14,direction,0.9577401100469347,0.04212976437184359,0.001,0.1
15,direction,0.9761422453758485,0.002862606444048356,0.001,0.1
16,direction,0.9778090428351192,0.004043602545305529,0.001,0.1
17,direction,0.9603688460566124,0.018626613856217274,0.001,0.1
18,direction,0.9778822803273666,0.010974400994614768,0.001,0.1
19,direction,0.9798736930654928,0.005796384096007494,0.001,0.1
20,direction,0.9810236578186521,0.0019139209637905983,0.001,0.1
21,direction,0.941480767175418,0.058638149188644934,0.001,0.1
22,direction,0.9768679346382614,0.010979749735100753,0.001,0.1
23,direction,0.9652303208711783,0.026076780898797197,0.001,0.1
0,acceleration,0.0,0.0,0.001,0.1
1,acceleration,0.0,0.0,0.001,0.1
2,acceleration,0.0,0.0,0.001,0.1
3,acceleration,0.0,0.0,0.001,0.1
4,acceleration,0.0,0.0,0.001,0.1
5,acceleration,0.0,0.0,0.001,0.1
6,acceleration,0.0,0.0,0.001,0.1
7,acceleration,0.0,0.0,0.001,0.1
8,acceleration,0.0,0.0,0.001,0.1
9,acceleration,0.0,0.0,0.001,0.1
10,acceleration,0.0,0.0,0.001,0.1
11,acceleration,0.0,0.0,0.001,0.1
12,acceleration,0.0,0.0,0.001,0.1
13,acceleration,0.0,0.0,0.001,0.1
14,acceleration,0.0,0.0,0.001,0.1
15,acceleration,0.0,0.0,0.001,0.1
16,acceleration,0.0,0.0,0.001,0.1
17,acceleration,0.0,0.0,0.001,0.1
18,acceleration,0.0,0.0,0.001,0.1
19,acceleration,0.0,0.0,0.001,0.1
20,acceleration,0.0,0.0,0.001,0.1
21,acceleration,0.0,0.0,0.001,0.1
22,acceleration,0.0,0.0,0.001,0.1
23,acceleration,0.0,0.0,0.001,0.1
