layer,probe,mean_r2,std_r2,best_lr,best_wd
0,speed,0.206025006442132,0.11434700778903073,0.001,0.1
1,speed,0.9234756265600084,0.03433426758084651,0.001,0.1
2,speed,0.7991018324742576,0.0910989164213217,0.001,0.1
3,speed,0.8703148105272251,0.0256382350322018,0.001,0.1
4,speed,0.9033241380306961,0.024330686856568653,0.001,0.1
5,speed,0.9191507883439926,0.028410823622351776,0.001,0.1
6,speed,0.9490773272090041,0.020837814423494607,0.001,0.1
7,speed,0.9523766332866253,0.015527013174924116,0.001,0.1
8,speed,0.9627363858125559,0.0063107252563646766,0.001,0.1
9,speed,0.9705397882073796,0.015690513790060905,0.001,0.1
10,speed,0.9676460131925781,0.012276995681582884,0.001,0.1
11,speed,0.9643570492068081,0.013470338310085135,0.001,0.1
12,speed,0.965971188141952,0.010381910864105936,0.001,0.1
13,speed,0.9760827214270265,0.009997017343380614,0.001,0.1
14,speed,0.9549218657128954,0.01379233770812391,0.001,0.1
15,speed,0.9682548743921122,0.01721733910903784,0.001,0.1
16,speed,0.9660258370676781,0.015017539652171952,0.001,0.1
17,speed,0.96812890659901,0.021645962449081187,0.001,0.1
18,speed,0.979336462165788,0.004217560254301625,0.001,0.1
19,speed,0.9729645809448476,0.009657523187477205,0.001,0.1
20,speed,0.9762712588063476,0.004865460318281417,0.001,0.1
21,speed,0.9430841394863749,0.06133196104935057,0.001,0.1
22,speed,0.9664125928688856,0.024065644094001155,0.001,0.1
23,speed,0.9651913698220744,0.028038932890825704,0.001,0.1
0,direction,0.03769394246664985,0.09041707399713622,0.001,0.1
1,direction,0.6126713013799215,0.044253006609010555,0.001,0.1
2,direction,0.7978294150656685,0.021485155690753602,0.001,0.1
3,direction,0.8719808291885472,0.011947417847178848,0.001,0.1
4,direction,0.8696718817121869,0.0026452315670881716,0.001,0.1
5,direction,0.9229492550720465,0.006684386666304038,0.001,0.1
6,direction,0.9521005637311644,0.005736974398973074,0.001,0.1
7,direction,0.9497960246672434,0.008202234552645937,0.001,0.1
8,direction,0.9660487798174167,0.003577657107039811,0.001,0.1
9,direction,0.9850677853158677,0.0013415672391059504,0.001,0.1
10,direction,0.9795913923196304,0.006784959587099514,0.001,0.1
11,direction,0.9845079963086247,0.001691196798797761,0.001,0.1
12,direction,0.9770524273605845,0.008019729414087623,0.001,0.1
13,direction,0.9753222798346457,0.014540613691472264,0.001,0.1
14,direction,0.9554613627282089,0.05044090682621003,0.001,0.1
15,direction,0.982162860779788,0.0024545963605254566,0.001,0.1
16,direction,0.9788029708541472,0.009444532740511892,0.001,0.1
17,direction,0.971121493627618,0.016837270720315958,0.001,0.1
18,direction,0.9860974876510747,0.0006057078467998266,0.001,0.1
19,direction,0.9852621744942027,0.0009421414971330436,0.001,0.1
20,direction,0.980692543542081,0.004176834302966405,0.001,0.1
21,direction,0.9759370123869324,0.016502116104708343,0.001,0.1
22,direction,0.982300155068811,0.008178938780908659,0.001,0.1
23,direction,0.9776076143341607,0.011419951295930885,0.001,0.1
0,acceleration,-0.06171712449827045,0.06418639937035464,0.001,0.1
1,acceleration,0.8153676797821507,0.08948668123212682,0.001,0.1
2,acceleration,0.7750450020911025,0.11614773294678414,0.001,0.1
3,acceleration,0.8583979997875373,0.061189503267715405,0.001,0.1
4,acceleration,0.8243092034723218,0.05297227216511667,0.001,0.1
5,acceleration,0.8667928996060942,0.04682757122381436,0.001,0.1
6,acceleration,0.9430820277465092,0.009140335680206727,0.001,0.1
7,acceleration,0.9436417006202331,0.011028370568332523,0.001,0.1
8,acceleration,0.9413627516996611,0.009876770829535766,0.001,0.1
9,acceleration,0.9577973639768713,0.02011588371498557,0.001,0.1
10,acceleration,0.9677182430365731,0.006747091584590466,0.001,0.1
11,acceleration,0.9577844875423859,0.012388983703689871,0.001,0.1
12,acceleration,0.9004111174623308,0.039175185069785234,0.001,0.1
13,acceleration,0.9551325898066919,0.015616894312148306,0.001,0.1
14,acceleration,0.9616375998162926,0.014757769162027668,0.001,0.1
15,acceleration,0.9685573083569137,0.004449772386919103,0.001,0.1
16,acceleration,0.9442126154191722,0.04601466404597967,0.001,0.1
17,acceleration,0.9036644661015469,0.06708590581384982,0.001,0.1
18,acceleration,0.9284956403252279,0.05416499934795775,0.001,0.1
19,acceleration,0.905930562192729,0.0481595949448233,0.001,0.1
20,acceleration,0.9336228865563315,0.030859660873901847,0.001,0.1
21,acceleration,0.927788649988986,0.030995467479468335,0.001,0.1
22,acceleration,0.9047470869400787,0.05333551740429535,0.001,0.1
23,acceleration,0.9028724820506501,0.05563152429804323,0.001,0.1
