layer,probe,mean_r2,std_r2,best_lr,best_wd
0,speed,0.11053628421303348,0.14279656942844526,0.001,0.1
1,speed,0.9269536244900095,0.013828530566645068,0.001,0.1
2,speed,0.7564160627789251,0.1279512579772208,0.001,0.1
3,speed,0.8921579729349289,0.024773020032341702,0.001,0.1
4,speed,0.9021819581950041,0.020992396313107044,0.001,0.1
5,speed,0.9066615301289508,0.0443700997102577,0.001,0.1
6,speed,0.9611917332443275,0.003892235218404644,0.001,0.1
7,speed,0.9542777060153493,0.01460792028713172,0.001,0.1
8,speed,0.960313952015477,0.010079363588255227,0.001,0.1
9,speed,0.96285136730324,0.01214544896408313,0.001,0.1
10,speed,0.9402220421811315,0.021677575534912546,0.001,0.1
11,speed,0.9673226827624573,0.004205415849102295,0.001,0.1
12,speed,0.9229851336370217,0.040662680912809473,0.001,0.1
13,speed,0.9635908828609712,0.013200425813725825,0.001,0.1
14,speed,0.9691017263661135,0.009027072062518356,0.001,0.1
15,speed,0.9533501502007574,0.020406597251949484,0.001,0.1
16,speed,0.9714425737887498,0.005987151311850343,0.001,0.1
17,speed,0.9747401689411512,0.00483795087346583,0.001,0.1
18,speed,0.9759228667213264,0.006957877124500996,0.001,0.1
19,speed,0.9759622774228681,0.008382729425919831,0.001,0.1
20,speed,0.9807154290816806,0.003969075094156203,0.001,0.1
21,speed,0.9798375062024978,0.006678092262847792,0.001,0.1
22,speed,0.956495769894188,0.03450874480223981,0.001,0.1
23,speed,0.9184798626476013,0.04259800588593913,0.001,0.1
0,direction,-0.018824951305687954,0.12652795752506532,0.001,0.1
1,direction,0.6089961116547471,0.05119843563179982,0.001,0.1
2,direction,0.7794800698778731,0.0242699355168347,0.001,0.1
3,direction,0.8632027778478305,0.024796315415617682,0.001,0.1
4,direction,0.8655969601439502,0.02124830846143903,0.001,0.1
5,direction,0.9235202659111753,0.004139336623091962,0.001,0.1
6,direction,0.9513549529473032,0.0076713992163879585,0.001,0.1
7,direction,0.954225171238094,0.0063937275267142695,0.001,0.1
8,direction,0.9699909325068001,0.005091280971851107,0.001,0.1
9,direction,0.9833569586607027,0.0024262388680527163,0.001,0.1
10,direction,0.9779101727160748,0.009155613046130896,0.001,0.1
11,direction,0.9803417835074733,0.005621905405641412,0.001,0.1
12,direction,0.9816575594852548,0.0029306684572007846,0.001,0.1
13,direction,0.979266873129902,0.004515987214467344,0.001,0.1
14,direction,0.9090896141911357,0.05982396232797477,0.001,0.1
15,direction,0.9590790049267737,0.040898850436915914,0.001,0.1
16,direction,0.9528344971015035,0.054224466723667424,0.001,0.1
17,direction,0.9644012561456059,0.018072005516598925,0.001,0.1
18,direction,0.9849236017333031,0.002366545306717891,0.001,0.1
19,direction,0.9821727963673027,0.003794298410696704,0.001,0.1
20,direction,0.9825044632162511,0.0013026317669721183,0.001,0.1
21,direction,0.9745301978610506,0.018232645452521155,0.001,0.1
22,direction,0.9853926482904962,0.004560222754109353,0.001,0.1
23,direction,0.9825389284613205,0.009216103044091083,0.001,0.1
0,acceleration,-0.0705906554747561,0.11705704128253613,0.001,0.1
1,acceleration,0.8541273860516372,0.07783104190582635,0.001,0.1
2,acceleration,0.7480788912915795,0.10154183346390125,0.001,0.1
3,acceleration,0.8680436957875959,0.02239371988841283,0.001,0.1
4,acceleration,0.8467871658132985,0.02841474954509314,0.001,0.1
5,acceleration,0.8951113115249285,0.03627319909446553,0.001,0.1
6,acceleration,0.925009128521797,0.020916604237732454,0.001,0.1
7,acceleration,0.9393040577973849,0.007148860089385265,0.001,0.1
8,acceleration,0.9363103822076635,0.02781305241864147,0.001,0.1
9,acceleration,0.9683549124548891,0.009151796286657602,0.001,0.1
10,acceleration,0.9603058616264629,0.015490260277088422,0.001,0.1
11,acceleration,0.957828892771249,0.006490220443793599,0.001,0.1
12,acceleration,0.879263255054337,0.06029480908421872,0.001,0.1
13,acceleration,0.9598473286504877,0.009521136015040623,0.001,0.1
14,acceleration,0.9651777550338153,0.008644419957614191,0.001,0.1
15,acceleration,0.9705146298876366,0.006000081512451171,0.001,0.1
16,acceleration,0.9478904006343288,0.026823106576217108,0.001,0.1
17,acceleration,0.8837503755656104,0.04380908527568239,0.001,0.1
18,acceleration,0.9185942569123234,0.048997471258152354,0.001,0.1
19,acceleration,0.8770814387302928,0.029161718611708715,0.001,0.1
20,acceleration,0.9203673183239964,0.031920155734685894,0.001,0.1
21,acceleration,0.9084262929012127,0.027216269686100088,0.001,0.1
22,acceleration,0.9260789023962431,0.04930401978385028,0.001,0.1
23,acceleration,0.8899003287142999,0.05997760355194235,0.001,0.1
