layer,probe,mean_r2,std_r2,best_lr,best_wd
0,speed,0.2085964560508728,0.046044658594639194,0.005,0.8
1,speed,0.9529153011739254,0.006611263112111167,0.003,0.01
2,speed,0.9454300440847874,0.004335386016599601,0.005,0.01
3,speed,0.9466603025794029,0.00964058576768889,0.003,0.1
4,speed,0.9514603666961193,0.00645737139889682,0.005,0.01
5,speed,0.9610163137316704,0.007846202118689,0.003,0.1
6,speed,0.9796192873269319,0.0038243197231143584,0.005,0.1
7,speed,0.9806647632271052,0.0042168078300005955,0.005,0.1
8,speed,0.9850269554182887,0.0025351831501445364,0.005,0.4
9,speed,0.9916643953882158,0.001121020470181143,0.005,0.1
10,speed,0.9916577537544071,0.0008381275679234057,0.005,0.1
11,speed,0.9916063528507948,0.0012763659829206251,0.005,0.1
12,speed,0.9928984181024134,0.0007413899711178177,0.005,0.4
13,speed,0.9933798948302865,0.00098350209422836,0.005,0.1
14,speed,0.9928677278570831,0.0010001093833547229,0.005,0.1
15,speed,0.99237319258973,0.0008778648591607145,0.005,0.1
16,speed,0.9928184353746474,0.000603129189922165,0.005,0.1
17,speed,0.9932451957836748,0.0005722736599546959,0.005,0.1
18,speed,0.9930615987628698,0.0009128454174684385,0.005,0.1
19,speed,0.9938266186974942,0.0008200641661686182,0.005,0.1
20,speed,0.9935582709498704,0.0009089108399131263,0.005,0.1
21,speed,0.9935046944767236,0.0007413196239207033,0.005,0.1
22,speed,0.9920851767063141,0.001180878941593706,0.005,0.1
23,speed,0.9916316418908536,0.0011261743584446249,0.005,0.1
0,direction,0.02981175184249878,0.03874974618394571,0.005,0.8
1,direction,0.691235077381134,0.01657264327644394,0.003,0.01
2,direction,0.875084699690342,0.02191380329352458,0.005,0.01
3,direction,0.919229407608509,0.012558067720102964,0.003,0.01
4,direction,0.9354379817843437,0.008075144192804072,0.003,0.01
5,direction,0.9592494741082191,0.0018044302020225774,0.003,0.1
6,direction,0.9730305396020412,0.004029406660454199,0.003,0.1
7,direction,0.9741780977696181,0.0045743543375433866,0.003,0.1
8,direction,0.9836232345551252,0.002451139628088271,0.003,0.1
9,direction,0.9929568975232541,0.0004613284690886361,0.005,0.1
10,direction,0.993204631190747,0.0005051245041644828,0.005,0.1
11,direction,0.994393792655319,0.0005979284622230061,0.005,0.1
12,direction,0.9936457806266844,0.000913345676732489,0.005,0.1
13,direction,0.9937016474083066,0.0006597023517799662,0.005,0.1
14,direction,0.9943534533493221,0.0007985604296668919,0.005,0.1
15,direction,0.9941215090453625,0.0005898630986612977,0.005,0.1
16,direction,0.9946142538450659,0.0008883087247238056,0.005,0.1
17,direction,0.9942625520750881,0.0009599656778194107,0.005,0.1
18,direction,0.9949742040596903,0.0008113044169402617,0.005,0.1
19,direction,0.9953234219923616,0.0010998396400819191,0.005,0.1
20,direction,0.9947146523743868,0.000919425197402438,0.005,0.1
21,direction,0.994460283126682,0.0010190465673548656,0.005,0.1
22,direction,0.9957847208715975,0.0008753146322452107,0.005,0.1
23,direction,0.9954633002169431,0.0010396862705557056,0.005,0.1
0,acceleration,-0.07885321378707885,0.09207840789806436,0.001,0.8
1,acceleration,0.9463011793792248,0.014817699605456989,0.001,0.01
2,acceleration,0.9182821668684482,0.011780066703252259,0.005,0.01
3,acceleration,0.9349952079355717,0.010364204457245896,0.005,0.1
4,acceleration,0.923997649550438,0.017027177267437642,0.005,0.1
5,acceleration,0.9431958965957165,0.009287924985452013,0.003,0.1
6,acceleration,0.9652521453797818,0.003491420958433014,0.005,0.1
7,acceleration,0.970399196445942,0.002416897785644616,0.005,0.4
8,acceleration,0.9753717351704836,0.004024948904964401,0.005,0.4
9,acceleration,0.9856227353215218,0.0018036963551916094,0.005,0.4
10,acceleration,0.9858881784603,0.0010350999719927298,0.005,0.4
11,acceleration,0.9854008326306939,0.002270581356770912,0.005,0.4
12,acceleration,0.9869099332019686,0.002148123653941909,0.005,0.4
13,acceleration,0.9866093246266245,0.0017151351584875785,0.005,0.4
14,acceleration,0.9863724211230874,0.0032901200184038432,0.005,0.1
15,acceleration,0.9868847278878092,0.0024748899396464185,0.005,0.1
16,acceleration,0.9875877112150192,0.00294358254887589,0.003,0.1
17,acceleration,0.9890131840482355,0.002771126036569917,0.005,0.1
18,acceleration,0.9879811065271497,0.00385185276687206,0.005,0.1
19,acceleration,0.9894588618539274,0.0024027426443798045,0.005,0.1
20,acceleration,0.9886037288233638,0.002523137962189523,0.005,0.1
21,acceleration,0.9887742536142469,0.002452206976652079,0.005,0.1
22,acceleration,0.9855971276760102,0.003880949213495586,0.005,0.1
23,acceleration,0.9864414544776082,0.00431412207474797,0.005,0.1
