layer,probe,mean_r2,std_r2,best_lr,best_wd
0,speed,0.16316751073837765,0.1084985164004613,0.001,0.1
1,speed,0.9283997101839321,0.011252852558026756,0.001,0.1
2,speed,0.8600579040886244,0.04229930929811229,0.001,0.1
3,speed,0.9101833562548778,0.011709283463990158,0.001,0.1
4,speed,0.871625825766924,0.047596774963550054,0.001,0.1
5,speed,0.9259733618614877,0.024670072770110525,0.001,0.1
6,speed,0.9572858677294416,0.010686211349918932,0.001,0.1
7,speed,0.9552292040966075,0.014272054400899062,0.001,0.1
8,speed,0.9579951746984768,0.017796856372009572,0.001,0.1
9,speed,0.9478885603869708,0.038355380264089585,0.001,0.1
10,speed,0.9647751373525107,0.021532584470717788,0.001,0.1
11,speed,0.9548049702620217,0.028984851081665545,0.001,0.1
12,speed,0.955883927619565,0.03960499350109047,0.001,0.1
13,speed,0.9769124859895074,0.007360413212953169,0.001,0.1
14,speed,0.9658307395673239,0.01725692186461763,0.001,0.1
15,speed,0.9724711365585545,0.013891904219784642,0.001,0.1
16,speed,0.9795614199091022,0.0047665556832867,0.001,0.1
17,speed,0.9828866584794318,0.0019460473507170524,0.001,0.1
18,speed,0.982423628443746,0.0047752304848876995,0.001,0.1
19,speed,0.9784673283887508,0.00633425222638735,0.001,0.1
20,speed,0.9548535346256278,0.047032637827802766,0.001,0.1
21,speed,0.9785425438525879,0.011142884384317438,0.001,0.1
22,speed,0.9008938317875174,0.07771452523874335,0.001,0.1
23,speed,0.9731665039100313,0.021220741670826982,0.001,0.1
0,direction,0.13363984066031165,0.058342838058359436,0.001,0.1
1,direction,0.6946230418678756,0.02868528412404413,0.001,0.1
2,direction,0.7698214691214232,0.07957138265496688,0.001,0.1
3,direction,0.8798805228027419,0.005011646800524388,0.001,0.1
4,direction,0.883641677715287,0.012628378346688245,0.001,0.1
5,direction,0.9387596546786734,0.008007122883269019,0.001,0.1
6,direction,0.9435325312380108,0.016882601586612513,0.001,0.1
7,direction,0.9469060333179156,0.018120921800099464,0.001,0.1
8,direction,0.9680630702562913,0.0031120341874805147,0.001,0.1
9,direction,0.977914226654527,0.006789872656132324,0.001,0.1
10,direction,0.9743871966427596,0.006298102440500353,0.001,0.1
11,direction,0.9815204970346951,0.002405904854206712,0.001,0.1
12,direction,0.9828710997793737,0.001782798961906263,0.001,0.1
13,direction,0.9832542512083302,0.0020588067055845086,0.001,0.1
14,direction,0.9772398964859207,0.005605447619507067,0.001,0.1
15,direction,0.9852451425670372,0.003021381091581074,0.001,0.1
16,direction,0.9828980724010512,0.0038961760428556013,0.001,0.1
17,direction,0.9699558459245091,0.014504568010795256,0.001,0.1
18,direction,0.9850330322190471,0.004897695681767833,0.001,0.1
19,direction,0.985535926789866,0.0010304182102181298,0.001,0.1
20,direction,0.9845031618253055,0.0017436982572155773,0.001,0.1
21,direction,0.9631727377463131,0.019449934189982743,0.001,0.1
22,direction,0.9857632673434352,0.007208495521730247,0.001,0.1
23,direction,0.9792263062520364,0.014344832178336113,0.001,0.1
0,acceleration,-0.08313993607810524,0.038575207401135216,0.001,0.1
1,acceleration,0.9013848092152499,0.029795093821951245,0.001,0.1
2,acceleration,0.8335544927598108,0.020715688352480534,0.001,0.1
3,acceleration,0.893378628348431,0.011021650088571712,0.001,0.1
4,acceleration,0.8431115755896517,0.03498736877480452,0.001,0.1
5,acceleration,0.9033136920459638,0.0328034070751672,0.001,0.1
6,acceleration,0.9270023268621042,0.01570406438219052,0.001,0.1
7,acceleration,0.9414949180999541,0.013605341892441955,0.001,0.1
8,acceleration,0.8990930678685223,0.039404781475964185,0.001,0.1
9,acceleration,0.9288679060625089,0.030497926931760618,0.001,0.1
10,acceleration,0.9392771606158064,0.04152166706687799,0.001,0.1
11,acceleration,0.9149990974033738,0.060265543731435244,0.001,0.1
12,acceleration,0.8910601539440283,0.039093619584610384,0.001,0.1
13,acceleration,0.9245037679491617,0.06450213779109118,0.001,0.1
14,acceleration,0.9593362854708906,0.01519155177835067,0.001,0.1
15,acceleration,0.9720062015452969,0.0064352136332511975,0.001,0.1
16,acceleration,0.9550316795651821,0.025681504131823237,0.001,0.1
17,acceleration,0.8954639333146117,0.0497027102596471,0.001,0.1
18,acceleration,0.9519478539605325,0.044012599553782276,0.001,0.1
19,acceleration,0.897574512835736,0.012956368190789653,0.001,0.1
20,acceleration,0.9105778376728807,0.03995788150466116,0.001,0.1
21,acceleration,0.9348733117982297,0.02991802714403847,0.001,0.1
22,acceleration,0.9162323623396432,0.047827417916978913,0.001,0.1
23,acceleration,0.8942950299423551,0.05947235835739377,0.001,0.1
