layer,probe,mean_r2,std_r2,best_lr,best_wd
0,speed,0.14196206331253053,0.12935160674796267,0.0001,0.8
1,speed,0.9502148047089577,0.007490091262152974,0.003,0.01
2,speed,0.9455694317817688,0.010253295212411383,0.005,0.01
3,speed,0.9475466676056385,0.011279138341364197,0.003,0.01
4,speed,0.9463765248656273,0.0058283924880284345,0.005,0.1
5,speed,0.9575108841061593,0.00868237470974756,0.003,0.1
6,speed,0.9792501784861087,0.004827190695353389,0.005,0.4
7,speed,0.980595294572413,0.004748820742197981,0.005,0.4
8,speed,0.9843094481155277,0.0026668219168391252,0.005,0.4
9,speed,0.9908073512837291,0.0010442471242121086,0.005,0.1
10,speed,0.990844780486077,0.0019130781629696926,0.005,0.1
11,speed,0.9905006629414856,0.0018816407370820004,0.005,0.4
12,speed,0.9914659972302615,0.0014067279946788362,0.005,0.4
13,speed,0.99271350922063,0.0010304393032702017,0.005,0.1
14,speed,0.9918548796325922,0.0013101940993824226,0.005,0.1
15,speed,0.9917850818485021,0.0013238906214741407,0.005,0.1
16,speed,0.9923085319809616,0.0015280790301750603,0.005,0.1
17,speed,0.9927102812565863,0.0018357841159776739,0.005,0.1
18,speed,0.9928869663737714,0.0005103259733699866,0.005,0.1
19,speed,0.9937062607146799,0.0011401472059637773,0.005,0.1
20,speed,0.9934435366652906,0.0018060876372895012,0.005,0.1
21,speed,0.9935267898254097,0.0013604503941460667,0.005,0.1
22,speed,0.9923680327832699,0.001559490606388643,0.005,0.1
23,speed,0.9920253477059304,0.0015109118593075901,0.005,0.1
0,direction,0.03805478811264038,0.09226100038668952,0.005,0.8
1,direction,0.6942577600479126,0.027430243182565556,0.005,0.01
2,direction,0.865423233807087,0.010492711263886676,0.005,0.01
3,direction,0.9131737470626831,0.01066570006081696,0.003,0.01
4,direction,0.9310435377061367,0.009119353802816808,0.003,0.01
5,direction,0.9574607037007808,0.0038499178715873782,0.003,0.1
6,direction,0.9696089088916778,0.00290847390536503,0.003,0.1
7,direction,0.9718396116048098,0.004268392118714181,0.003,0.1
8,direction,0.9829665789380669,0.0022629278758813935,0.003,0.1
9,direction,0.9915191773325205,0.0010463948203311103,0.005,0.1
10,direction,0.9923316654749215,0.0006843131296932408,0.003,0.1
11,direction,0.993739566579461,0.0004879118175269666,0.005,0.1
12,direction,0.99355149557814,0.0012564131011361384,0.005,0.1
13,direction,0.9931741692125797,0.0004985652369835233,0.005,0.1
14,direction,0.9937813053838909,0.00044019624583367054,0.003,0.1
15,direction,0.9939409283921122,0.00111578632674444,0.005,0.1
16,direction,0.9945548722520471,0.001165156203029631,0.005,0.1
17,direction,0.9943282072432339,0.000627162125577613,0.005,0.1
18,direction,0.9952093248255551,0.0002997151492054589,0.005,0.1
19,direction,0.9950352077838034,0.0009384274259338347,0.005,0.1
20,direction,0.9943629147484898,0.0010083858229128831,0.005,0.1
21,direction,0.9944174868986011,0.0008674630490282308,0.005,0.1
22,direction,0.9957281003240496,0.0007252975974514385,0.005,0.1
23,direction,0.9953865172341466,0.000938947730415177,0.005,0.01
0,acceleration,-0.047920823097229004,0.13169728383869814,0.001,0.8
1,acceleration,0.9415700688958168,0.020591955060076255,0.001,0.01
2,acceleration,0.9206741541624069,0.013034686939712613,0.005,0.01
3,acceleration,0.9302917212247849,0.017739008867834763,0.005,0.1
4,acceleration,0.9184064656496048,0.010105156461689186,0.005,0.1
5,acceleration,0.937710189819336,0.013647916337747533,0.001,0.1
6,acceleration,0.9672353565692902,0.0041208521582022034,0.005,0.4
7,acceleration,0.9714549481868744,0.0037412291297804407,0.005,0.4
8,acceleration,0.975895213894546,0.005846132788205289,0.005,0.4
9,acceleration,0.9853432327508926,0.0034461087131524683,0.005,0.1
10,acceleration,0.9850211694836617,0.004229146593976823,0.005,0.1
11,acceleration,0.985154371522367,0.003080150132068029,0.005,0.4
12,acceleration,0.986743550002575,0.0010130570081497532,0.005,0.4
13,acceleration,0.9866264931857586,0.0014041118097531233,0.005,0.4
14,acceleration,0.9865802817046643,0.002520634938715051,0.005,0.1
15,acceleration,0.9891352605074644,0.001909807976677741,0.005,0.1
16,acceleration,0.988295280188322,0.0007218812329443415,0.005,0.1
17,acceleration,0.9895188311114907,0.0017074375122766996,0.005,0.1
18,acceleration,0.9877983579412103,0.0026131022816735907,0.005,0.1
19,acceleration,0.9892381306737661,0.0029283082044408476,0.005,0.1
20,acceleration,0.9876297561451792,0.0021512626490277176,0.005,0.1
21,acceleration,0.9865813778713346,0.0029006615152053702,0.005,0.1
22,acceleration,0.9842863857746125,0.004135802379544681,0.005,0.1
23,acceleration,0.9843082569539547,0.004167359145319447,0.005,0.1
