layer,probe,mean_r2,std_r2,best_lr,best_wd
0,speed,0.16048582718323925,0.12944106021174273,0.001,0.1
1,speed,0.9242781944140438,0.023037244275755795,0.001,0.1
2,speed,0.8596430530787629,0.02810677501371742,0.001,0.1
3,speed,0.9083338092166047,0.019270295980378358,0.001,0.1
4,speed,0.8823245319778611,0.06192019166084037,0.001,0.1
5,speed,0.9392275875071245,0.008342513462625383,0.001,0.1
6,speed,0.9553353636994817,0.011292003365404386,0.001,0.1
7,speed,0.950326720885282,0.012473922466441799,0.001,0.1
8,speed,0.9706749409309472,0.009208853745926471,0.001,0.1
9,speed,0.9521623354075637,0.028851841041905312,0.001,0.1
10,speed,0.9461660711185358,0.03829969357894,0.001,0.1
11,speed,0.9507408887436999,0.032507966285361886,0.001,0.1
12,speed,0.934411467527549,0.04418968933252413,0.001,0.1
13,speed,0.9771863651772655,0.007426579256351898,0.001,0.1
14,speed,0.9757241810040856,0.0072124619095385294,0.001,0.1
15,speed,0.9784109443773458,0.006771794925236255,0.001,0.1
16,speed,0.9778513686552619,0.0038893489070509976,0.001,0.1
17,speed,0.9743190366746793,0.011565801660861815,0.001,0.1
18,speed,0.9769182821745346,0.011171340947441568,0.001,0.1
19,speed,0.9767189208833459,0.007439485301110585,0.001,0.1
20,speed,0.9804992345033006,0.0074037673843080085,0.001,0.1
21,speed,0.9792510609190783,0.007712119658440278,0.001,0.1
22,speed,0.9640770518748782,0.020055205318056626,0.001,0.1
23,speed,0.97013300684995,0.020340683000383976,0.001,0.1
0,direction,0.062111654426799244,0.0551976693204517,0.001,0.1
1,direction,0.6468290383423103,0.04845520132823784,0.001,0.1
2,direction,0.8002207520553121,0.008727993603867052,0.001,0.1
3,direction,0.8731968460190676,0.015457148834414016,0.001,0.1
4,direction,0.8773851520742042,0.013210102189710802,0.001,0.1
5,direction,0.9351842113612479,0.007838742319689795,0.001,0.1
6,direction,0.9487365675258352,0.008894050423712132,0.001,0.1
7,direction,0.9580254172115017,0.008287059500103448,0.001,0.1
8,direction,0.9646750204347192,0.007169492301425064,0.001,0.1
9,direction,0.9797822368309907,0.004180393500930191,0.001,0.1
10,direction,0.979758196654541,0.0023173398135157516,0.001,0.1
11,direction,0.981676903531915,0.0026676782885478134,0.001,0.1
12,direction,0.9769509505004639,0.01362658473535002,0.001,0.1
13,direction,0.9749426055984834,0.014512438830319817,0.001,0.1
14,direction,0.9218534877817278,0.07054303284914977,0.001,0.1
15,direction,0.9840147435314017,0.0025326388289198965,0.001,0.1
16,direction,0.9708990635565685,0.01816832182699751,0.001,0.1
17,direction,0.9680645270519623,0.017544418057055124,0.001,0.1
18,direction,0.9834076014691174,0.004665731838155884,0.001,0.1
19,direction,0.9852788972398774,0.002322871984129344,0.001,0.1
20,direction,0.9819510826144299,0.006196748741564622,0.001,0.1
21,direction,0.9837571342821416,0.0030103535487734233,0.001,0.1
22,direction,0.9810130810190874,0.01273407230477205,0.001,0.1
23,direction,0.9788306550614351,0.011950144639967653,0.001,0.1
0,acceleration,-0.09404769516961678,0.07165812267564985,0.001,0.1
1,acceleration,0.8111063817956665,0.07157636459724138,0.001,0.1
2,acceleration,0.8008340788855897,0.015059998178311683,0.001,0.1
3,acceleration,0.8794491923861572,0.020880210116525924,0.001,0.1
4,acceleration,0.8013708599133997,0.0670614674234602,0.001,0.1
5,acceleration,0.905066633307144,0.01972815602659872,0.001,0.1
6,acceleration,0.9342582366737305,0.015979947611130113,0.001,0.1
7,acceleration,0.9187248373406683,0.023656222245333022,0.001,0.1
8,acceleration,0.9204156013760209,0.032129979018907004,0.001,0.1
9,acceleration,0.9576181018204097,0.011343591740834639,0.001,0.1
10,acceleration,0.9512941140869529,0.017469439353728716,0.001,0.1
11,acceleration,0.9512045315843325,0.006172258851475798,0.001,0.1
12,acceleration,0.9038607815020651,0.05167928660316795,0.001,0.1
13,acceleration,0.9527913415932063,0.011754843307620898,0.001,0.1
14,acceleration,0.9615022872569605,0.007027927462564081,0.001,0.1
15,acceleration,0.9652125133401398,0.013591628380915943,0.001,0.1
16,acceleration,0.9518926564326515,0.022104287740231612,0.001,0.1
17,acceleration,0.8796075148247754,0.02759253396684592,0.001,0.1
18,acceleration,0.9157856597644175,0.06297637959284,0.001,0.1
19,acceleration,0.8842353983910277,0.019535537724303245,0.001,0.1
20,acceleration,0.8974523429486417,0.050684213720303774,0.001,0.1
21,acceleration,0.9233711697415151,0.05154451480299567,0.001,0.1
22,acceleration,0.9244686674042452,0.046117156994490774,0.001,0.1
23,acceleration,0.9141790884969717,0.037447309466536835,0.001,0.1
