layer,probe,mean_r2,std_r2,best_lr,best_wd
0,speed,0.21055716061173246,0.09499146514307692,0.001,0.1
1,speed,0.9220165570675329,0.006823899121559905,0.001,0.1
2,speed,0.8837521574282061,0.013678250030697057,0.001,0.1
3,speed,0.9060518817064608,0.007888458179134122,0.001,0.1
4,speed,0.89819490484829,0.029606423839145156,0.001,0.1
5,speed,0.9263719872422043,0.018863722096269176,0.001,0.1
6,speed,0.9461666961602511,0.009502848949636256,0.001,0.1
7,speed,0.961432061181025,0.008129021730323175,0.001,0.1
8,speed,0.972637697766148,0.004219590445337749,0.001,0.1
9,speed,0.98063901323754,0.0031172493453326612,0.001,0.1
10,speed,0.9648466705081352,0.028917781006847925,0.001,0.1
11,speed,0.9606324129518826,0.03245815768210247,0.001,0.1
12,speed,0.967563271894744,0.0196900945801786,0.001,0.1
13,speed,0.9815126026005025,0.005380064370734073,0.001,0.1
14,speed,0.9779673489561034,0.0033148235654895286,0.001,0.1
15,speed,0.9629930509411677,0.024095459676519104,0.001,0.1
16,speed,0.9697909273109845,0.01570216969935262,0.001,0.1
17,speed,0.9578081087947824,0.04030458382993331,0.001,0.1
18,speed,0.9802271010175525,0.006844097330870563,0.001,0.1
19,speed,0.9745009262690438,0.007012030572288983,0.001,0.1
20,speed,0.9639021713033429,0.03961561620992837,0.001,0.1
21,speed,0.9451094583596602,0.046459370113935625,0.001,0.1
22,speed,0.9043866003329992,0.07447253913002654,0.001,0.1
23,speed,0.9692920377688715,0.02882449243936622,0.001,0.1
0,direction,0.000278677935237015,0.05013970949165438,0.001,0.1
1,direction,0.6324675933050647,0.037204096733204454,0.001,0.1
2,direction,0.7789569673659772,0.019932523493266054,0.001,0.1
3,direction,0.830386522455694,0.013213222561728596,0.001,0.1
4,direction,0.8512973093889785,0.014862206575397132,0.001,0.1
5,direction,0.9208434019266706,0.015855085039535383,0.001,0.1
6,direction,0.9457658123249912,0.020905859950120134,0.001,0.1
7,direction,0.951832470564342,0.004265672460612138,0.001,0.1
8,direction,0.9672089762299322,0.00464663968135781,0.001,0.1
9,direction,0.9814157141067887,0.0032301280555769216,0.001,0.1
10,direction,0.9825791777253226,0.0017541028150523893,0.001,0.1
11,direction,0.9824420668450834,0.0028371553964320864,0.001,0.1
12,direction,0.982810461118914,0.0013613670696018454,0.001,0.1
13,direction,0.9835616820848667,0.0011081047779347149,0.001,0.1
14,direction,0.9825869401859343,0.0008616019665441481,0.001,0.1
15,direction,0.9818361166077392,0.002009838695193298,0.001,0.1
16,direction,0.9825335091775618,0.005036212573448928,0.001,0.1
17,direction,0.9818167754110613,0.005876062230135434,0.001,0.1
18,direction,0.9867393525429332,0.001921056697301168,0.001,0.1
19,direction,0.9860814724778024,0.0013205037499063146,0.001,0.1
20,direction,0.983878256494125,0.0016923578425832079,0.001,0.1
21,direction,0.9849733819387376,0.0017286266447811914,0.001,0.1
22,direction,0.9795698701794924,0.011243556085873206,0.001,0.1
23,direction,0.9819956440285964,0.012529099289073179,0.001,0.1
0,acceleration,-0.10322921005304105,0.12619011100869817,0.001,0.1
1,acceleration,0.7952289310044143,0.05554720019490498,0.001,0.1
2,acceleration,0.7104013708652293,0.07830741317407008,0.001,0.1
3,acceleration,0.8533350052523506,0.046104387420662335,0.001,0.1
4,acceleration,0.8486498131131913,0.019489685642410493,0.001,0.1
5,acceleration,0.8959487936953977,0.026547734970563647,0.001,0.1
6,acceleration,0.9217754788610298,0.005244912135113312,0.001,0.1
7,acceleration,0.9289518980241006,0.008914057977817762,0.001,0.1
8,acceleration,0.9315100544790006,0.01365356813029957,0.001,0.1
9,acceleration,0.9600377825969793,0.01620337077726855,0.001,0.1
10,acceleration,0.9505182566590584,0.02169290712155716,0.001,0.1
11,acceleration,0.9623673604065839,0.007220318703974085,0.001,0.1
12,acceleration,0.9109220686529425,0.04574414100520635,0.001,0.1
13,acceleration,0.9622347809061896,0.011851895707286054,0.001,0.1
14,acceleration,0.964761702413937,0.00464817723512349,0.001,0.1
15,acceleration,0.9522085431799893,0.020727341546890585,0.001,0.1
16,acceleration,0.9246577644379024,0.03761733396891127,0.001,0.1
17,acceleration,0.870765318410087,0.00940225308501604,0.001,0.1
18,acceleration,0.9450108870335656,0.042775288840133714,0.001,0.1
19,acceleration,0.8856439368521858,0.02164560365728498,0.001,0.1
20,acceleration,0.9069992692065387,0.021051112112240967,0.001,0.1
21,acceleration,0.9050040280696738,0.025545924965189738,0.001,0.1
22,acceleration,0.9041294173348264,0.03291454300748653,0.001,0.1
23,acceleration,0.8883775199914481,0.027418356494659093,0.001,0.1
