layer,probe,mean_r2,std_r2,best_lr,best_wd
0,speed,0.9603210971465248,0.010730482257969914,0.0001,0.01
1,speed,0.9659598803852567,0.012922363041408957,0.0001,0.01
2,speed,0.9637510408895936,0.007791855746746558,0.0001,0.01
3,speed,0.9551172607815189,0.0073779693167616124,0.0001,0.1
4,speed,0.965674134283226,0.005356571154728531,0.0001,0.1
5,speed,0.9786487099238432,0.0052064875640762355,0.0001,0.8
6,speed,0.9816072552340616,0.0046547207958295865,0.0001,0.4
7,speed,0.9863628803785371,0.003737146354431756,0.0001,0.8
8,speed,0.9923120236634331,0.0015131656276168946,0.0001,0.4
9,speed,0.9926872140389678,0.0015878096716352944,0.0001,0.4
10,speed,0.992589833920478,0.0015380137174187051,0.0001,0.4
11,speed,0.9936655196302338,0.0018066554321682746,0.0001,0.4
12,speed,0.9942109513552382,0.001046072107637621,0.0001,0.8
13,speed,0.9940196634992573,0.0015215143802104457,0.0001,0.4
14,speed,0.9942127755201969,0.0012137673931537805,0.0001,0.4
15,speed,0.9941897975164643,0.0009154185055819601,0.0001,0.4
16,speed,0.9947165101458953,0.0006598263637846979,0.0001,0.4
17,speed,0.994069866898864,0.00023853754240632315,0.0001,0.4
18,speed,0.9944229116143731,0.0003428360985174325,0.0001,0.4
19,speed,0.9943532582942929,0.0004637065340493351,0.0001,0.8
20,speed,0.9939515029231094,0.0005197596938425256,0.0001,0.8
21,speed,0.9937083965813593,0.0007743568090073182,0.0001,0.8
22,speed,0.9922787103628397,0.0011338312948201618,0.0001,0.8
23,speed,0.9915086699825956,0.0015111524645713805,0.0001,0.8
0,direction,0.6993883578699588,0.02511749444000549,0.0001,0.01
1,direction,0.8782273234484569,0.016596249194319707,0.0001,0.1
2,direction,0.9332622619100286,0.004303561731042395,0.0001,0.01
3,direction,0.9432912107877524,0.007146489884189026,0.0001,0.1
4,direction,0.9601610079834637,0.00656025037083542,0.0001,0.1
5,direction,0.9697543553151087,0.0026181916734255737,0.0001,0.4
6,direction,0.9737543645359592,0.004437495086133654,0.0001,0.4
7,direction,0.9846610752444157,0.0029181231922503865,0.0001,0.4
8,direction,0.9927774636223266,0.0008205551646920685,0.0001,0.8
9,direction,0.993694784693913,0.0007531988975967881,0.0001,0.4
10,direction,0.9946274791905857,0.0003986989710887294,0.0001,0.8
11,direction,0.993645133158925,0.000996293064457478,0.0001,0.8
12,direction,0.9943163432238167,0.0007582119346196479,0.0001,0.8
13,direction,0.9948655070016283,0.00041555268398043687,0.0001,0.4
14,direction,0.9950795135426667,0.0004869735224987569,0.0001,0.1
15,direction,0.9951819727118781,0.00034731241628506367,0.0001,0.1
16,direction,0.9951272678475498,0.0005713259334803149,0.0001,0.4
17,direction,0.9959573749144985,0.00038573436355655497,0.0001,0.4
18,direction,0.9959933727895512,0.0006741253939291547,0.0001,0.4
19,direction,0.9954175216853306,0.0007748015266058495,0.0001,0.8
20,direction,0.9955841971834337,0.0007959614767591794,0.0001,0.8
21,direction,0.9968070944683383,0.0005450690550661043,0.0001,0.4
22,direction,0.9964702302157622,0.0004605372801800836,0.0001,0.8
23,direction,0.9964113841987483,0.00046481627186495823,0.0001,0.8
0,acceleration,0.9515223158137257,0.01446852455564169,0.0001,0.01
1,acceleration,0.9567419031822603,0.00548927259415894,0.0001,0.01
2,acceleration,0.9516751470676201,0.009096603585280834,0.0001,0.01
3,acceleration,0.9352429276723175,0.010480864112928234,0.0001,0.01
4,acceleration,0.9478351053837984,0.007172866323512184,0.0001,0.01
5,acceleration,0.9714724452662893,0.006974803272447972,0.0001,0.4
6,acceleration,0.9762142972082714,0.0065763251662967,0.0001,0.4
7,acceleration,0.9786373993433303,0.005237077123335592,0.0001,0.8
8,acceleration,0.9842526495240186,0.0020614950484767374,0.0001,0.8
9,acceleration,0.9838167027744348,0.0020998386547657183,0.0001,0.8
10,acceleration,0.9842723218684208,0.0039335001081496,0.0001,0.8
11,acceleration,0.9864213208106793,0.00252098220352853,0.0001,0.8
12,acceleration,0.9888996533207208,0.0018103188275460978,0.0001,0.8
13,acceleration,0.9887048784059269,0.0026960337963401497,0.0001,0.8
14,acceleration,0.9892085322986119,0.0017816396735703991,0.0001,0.8
15,acceleration,0.9895132269900337,0.0017237298126152537,0.0001,0.4
16,acceleration,0.9903069502551496,0.0012580816131071144,0.0001,0.1
17,acceleration,0.9904447293736054,0.000970593075838277,0.0001,0.4
18,acceleration,0.9907280765489963,0.0016013341107518285,0.0001,0.4
19,acceleration,0.9900882732285698,0.002702682198015019,0.0001,0.8
20,acceleration,0.9896202919998112,0.00298736340945591,0.0001,0.8
21,acceleration,0.9897196422322194,0.0018380795126659397,0.0001,0.8
22,acceleration,0.9886257011299252,0.0022089462078663685,0.0001,0.8
23,acceleration,0.9866342399510957,0.00283993691276576,0.0001,0.8
