layer,probe,mean_r2,std_r2,best_lr,best_wd
0,velocity_xy,0.7655729621648788,0.04644761574769976,0.003,0.01
1,velocity_xy,0.8778208881616593,0.023683732300204947,0.003,0.01
2,velocity_xy,0.9277214653789997,0.015140619687785493,0.003,0.01
3,velocity_xy,0.9312321692705154,0.013847490662600062,0.003,0.1
4,velocity_xy,0.9396423362195492,0.012730631991739582,0.003,0.01
5,velocity_xy,0.9367412202060222,0.010833921493854747,0.003,0.1
6,velocity_xy,0.9349739484488964,0.01282679665874426,0.003,0.1
7,velocity_xy,0.9336181312799454,0.01399486887532317,0.003,0.1
8,velocity_xy,0.9365184634923935,0.013368848595579744,0.003,0.1
9,velocity_xy,0.9395339012145996,0.013889319023090872,0.003,0.1
10,velocity_xy,0.9387389317154884,0.013594587427463159,0.003,0.1
11,velocity_xy,0.9399505756795407,0.011337208543524113,0.003,0.1
12,velocity_xy,0.9437992066144943,0.008794062735561225,0.003,0.1
13,velocity_xy,0.9488563112914562,0.009666960019315865,0.005,0.1
14,velocity_xy,0.9540974237024784,0.009173788465713324,0.003,0.1
15,velocity_xy,0.9701264970004558,0.00407367728544009,0.005,0.1
16,velocity_xy,0.9738318406045436,0.0035284081207751154,0.005,0.1
17,velocity_xy,0.9759266708046198,0.0027620543799009426,0.005,0.1
18,velocity_xy,0.9777955040335655,0.00295843728695698,0.005,0.1
19,velocity_xy,0.9761181637644768,0.002761087226308241,0.003,0.1
20,velocity_xy,0.9750337436795234,0.002845236991972794,0.005,0.1
21,velocity_xy,0.9747423056513072,0.003004971695905151,0.005,0.1
22,velocity_xy,0.9757239107042551,0.0025606779450119375,0.003,0.1
23,velocity_xy,0.9754682388156652,0.0029164308263489756,0.003,0.1
24,velocity_xy,0.9767932165414095,0.0026647302946629756,0.003,0.1
25,velocity_xy,0.9786720816046,0.003179337244303266,0.005,0.1
26,velocity_xy,0.9767339747399092,0.003314773499244422,0.005,0.1
27,velocity_xy,0.9790318723767996,0.002788313319166706,0.005,0.1
28,velocity_xy,0.9769144617021084,0.004187264811213459,0.003,0.1
29,velocity_xy,0.9753925263881683,0.004935644780245811,0.003,0.1
30,velocity_xy,0.9753570631146431,0.004086302796966305,0.005,0.1
31,velocity_xy,0.9784460425376892,0.0045108537079357755,0.003,0.1
32,velocity_xy,0.9772680446505546,0.005279245574421196,0.005,0.1
33,velocity_xy,0.9772050876170397,0.004298198822140236,0.005,0.1
34,velocity_xy,0.9761517845094204,0.005201023050145819,0.003,0.1
35,velocity_xy,0.9754552941769361,0.004486229976184337,0.003,0.1
36,velocity_xy,0.976485813781619,0.004104354864322328,0.005,0.1
37,velocity_xy,0.9770945638418198,0.003892394513671556,0.003,0.1
38,velocity_xy,0.978228472173214,0.004643811794216128,0.005,0.1
39,velocity_xy,0.9774790905416012,0.0050186773651501055,0.005,0.1
0,acceleration_xy,0.5215012550354003,0.018191024960478884,0.001,0.01
1,acceleration_xy,0.7310631483793258,0.038568563865786776,0.001,0.01
2,acceleration_xy,0.8252334415912628,0.020101580260606235,0.0003,0.1
3,acceleration_xy,0.8714624583721161,0.023500168115407172,0.005,0.1
4,acceleration_xy,0.8913154244422913,0.015131577213464966,0.003,0.1
5,acceleration_xy,0.8819751113653183,0.0299394963876239,0.005,0.1
6,acceleration_xy,0.8748957753181458,0.031235958872287237,0.003,0.1
7,acceleration_xy,0.8759202033281326,0.030978030644973856,0.003,0.1
8,acceleration_xy,0.8756524235010147,0.027244701176647578,0.003,0.1
9,acceleration_xy,0.8857734575867653,0.021061477911666182,0.003,0.1
10,acceleration_xy,0.876802246272564,0.02087264198768884,0.003,0.1
11,acceleration_xy,0.8678423926234246,0.02129951228176515,0.003,0.4
12,acceleration_xy,0.8798795893788338,0.025704617978524833,0.003,0.1
13,acceleration_xy,0.8951662197709084,0.021379224118388124,0.003,0.1
14,acceleration_xy,0.9087894603610038,0.017329265515081904,0.003,0.1
15,acceleration_xy,0.9365651808679104,0.013324479149664198,0.003,0.1
16,acceleration_xy,0.9311846807599068,0.013087718203540197,0.005,0.1
17,acceleration_xy,0.9449230715632438,0.007777595956777606,0.005,0.1
18,acceleration_xy,0.9476285360753536,0.00607309158630785,0.001,0.4
19,acceleration_xy,0.9435769781470299,0.0065383285780930495,0.003,0.1
20,acceleration_xy,0.9459647603332997,0.0061526872863082935,0.003,0.1
21,acceleration_xy,0.9539461366832256,0.004875232445516383,0.005,0.4
22,acceleration_xy,0.9525527969002724,0.0019500371968799051,0.005,0.1
23,acceleration_xy,0.9477590464055539,0.0015391177757170425,0.003,0.4
24,acceleration_xy,0.9473215013742446,0.002398066039879931,0.003,0.1
25,acceleration_xy,0.9623987156897783,0.004682521496663349,0.005,0.1
26,acceleration_xy,0.966712462157011,0.0027981233806511022,0.005,0.1
27,acceleration_xy,0.9624059580266475,0.0044100338512031495,0.005,0.1
28,acceleration_xy,0.9593884520232677,0.005278036638902519,0.003,0.1
29,acceleration_xy,0.9552003815770149,0.004662696967505406,0.003,0.1
30,acceleration_xy,0.9636585563421249,0.004599905468716726,0.005,0.1
31,acceleration_xy,0.9665877688676119,0.0033700464858224134,0.003,0.1
32,acceleration_xy,0.9662107799202204,0.0024929568100317393,0.005,0.1
33,acceleration_xy,0.9628088630735874,0.0031112122120168836,0.005,0.1
34,acceleration_xy,0.9701843228191137,0.0037854266761484677,0.003,0.1
35,acceleration_xy,0.9681440550833941,0.003999190452980768,0.003,0.1
36,acceleration_xy,0.971634804084897,0.004041391652983918,0.005,0.1
37,acceleration_xy,0.971011058986187,0.004461712084632073,0.005,0.1
38,acceleration_xy,0.9690307725220919,0.0028495229799286965,0.003,0.1
39,acceleration_xy,0.969033021479845,0.0016031766100502208,0.005,0.1
