run_name,variable,layer,layer_fraction,r2_mean,r2_std,best_lr_mode,best_wd_mode,grouping,direction_target,residual_capture,preprocessing,solver,probe_set,norm_mode,feature_root
fig2b_iter24_accel_residpost_tlastpatch_magnitude_ridge,acceleration_xy,0,0.0,0.5364754652853085,0.21025809015055327,0.0,0.01,magnitude,vxy,resid_post,resize,ridge,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last_patch
fig2b_iter24_accel_residpost_tlastpatch_magnitude_ridge,acceleration_xy,1,0.043478260869565216,-0.1026224875835692,1.3827766676123405,0.0,0.8,magnitude,vxy,resid_post,resize,ridge,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last_patch
fig2b_iter24_accel_residpost_tlastpatch_magnitude_ridge,acceleration_xy,2,0.08695652173913043,0.34683719732680796,0.678826242235417,0.0,0.8,magnitude,vxy,resid_post,resize,ridge,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last_patch
fig2b_iter24_accel_residpost_tlastpatch_magnitude_ridge,acceleration_xy,3,0.13043478260869565,0.10405293980692161,1.1080060182543454,0.0,0.1,magnitude,vxy,resid_post,resize,ridge,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last_patch
fig2b_iter24_accel_residpost_tlastpatch_magnitude_ridge,acceleration_xy,4,0.17391304347826086,-0.04493558950870291,1.4712361854848433,0.0,0.01,magnitude,vxy,resid_post,resize,ridge,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last_patch
fig2b_iter24_accel_residpost_tlastpatch_magnitude_ridge,acceleration_xy,5,0.21739130434782608,0.5299396998682737,0.6135044196344073,0.0,0.8,magnitude,vxy,resid_post,resize,ridge,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last_patch
fig2b_iter24_accel_residpost_tlastpatch_magnitude_ridge,acceleration_xy,6,0.2608695652173913,0.6057460420875598,0.47154960704634824,0.0,0.01,magnitude,vxy,resid_post,resize,ridge,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last_patch
fig2b_iter24_accel_residpost_tlastpatch_magnitude_ridge,acceleration_xy,7,0.30434782608695654,0.6581992518511659,0.39720885111305015,0.0,0.01,magnitude,vxy,resid_post,resize,ridge,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last_patch
fig2b_iter24_accel_residpost_tlastpatch_magnitude_ridge,acceleration_xy,8,0.34782608695652173,0.8047579080233748,0.2600975678965714,0.0,0.01,magnitude,vxy,resid_post,resize,ridge,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last_patch
fig2b_iter24_accel_residpost_tlastpatch_magnitude_ridge,acceleration_xy,9,0.391304347826087,0.7842548957870807,0.30192807593748033,0.0,0.01,magnitude,vxy,resid_post,resize,ridge,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last_patch
fig2b_iter24_accel_residpost_tlastpatch_magnitude_ridge,acceleration_xy,10,0.43478260869565216,0.7917322126840873,0.301079218402222,0.0,0.01,magnitude,vxy,resid_post,resize,ridge,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last_patch
fig2b_iter24_accel_residpost_tlastpatch_magnitude_ridge,acceleration_xy,11,0.4782608695652174,0.8364463241404827,0.20905697060531703,0.0,0.01,magnitude,vxy,resid_post,resize,ridge,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last_patch
fig2b_iter24_accel_residpost_tlastpatch_magnitude_ridge,acceleration_xy,12,0.5217391304347826,0.802524749281981,0.26355658032555423,0.0,0.01,magnitude,vxy,resid_post,resize,ridge,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last_patch
fig2b_iter24_accel_residpost_tlastpatch_magnitude_ridge,acceleration_xy,13,0.5652173913043478,0.8334260053547817,0.21139831341551282,0.0,0.01,magnitude,vxy,resid_post,resize,ridge,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last_patch
fig2b_iter24_accel_residpost_tlastpatch_magnitude_ridge,acceleration_xy,14,0.6086956521739131,0.8210496305953379,0.24111636197002614,0.0,0.01,magnitude,vxy,resid_post,resize,ridge,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last_patch
fig2b_iter24_accel_residpost_tlastpatch_magnitude_ridge,acceleration_xy,15,0.6521739130434783,0.806675256569451,0.2558616083197803,0.0,0.01,magnitude,vxy,resid_post,resize,ridge,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last_patch
fig2b_iter24_accel_residpost_tlastpatch_magnitude_ridge,acceleration_xy,16,0.6956521739130435,0.8695717728666154,0.14893664982865587,0.0,0.01,magnitude,vxy,resid_post,resize,ridge,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last_patch
fig2b_iter24_accel_residpost_tlastpatch_magnitude_ridge,acceleration_xy,17,0.7391304347826086,0.8349894454592709,0.20508528599054318,0.0,0.01,magnitude,vxy,resid_post,resize,ridge,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last_patch
fig2b_iter24_accel_residpost_tlastpatch_magnitude_ridge,acceleration_xy,18,0.782608695652174,0.8121443346412709,0.2371198635377578,0.0,0.01,magnitude,vxy,resid_post,resize,ridge,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last_patch
fig2b_iter24_accel_residpost_tlastpatch_magnitude_ridge,acceleration_xy,19,0.8260869565217391,0.7960748759637054,0.27463179680534844,0.0,0.01,magnitude,vxy,resid_post,resize,ridge,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last_patch
fig2b_iter24_accel_residpost_tlastpatch_magnitude_ridge,acceleration_xy,20,0.8695652173913043,0.7713157406232712,0.30073298725790665,0.0,0.1,magnitude,vxy,resid_post,resize,ridge,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last_patch
fig2b_iter24_accel_residpost_tlastpatch_magnitude_ridge,acceleration_xy,21,0.9130434782608695,0.8132180324704719,0.23659544338975297,0.0,0.1,magnitude,vxy,resid_post,resize,ridge,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last_patch
fig2b_iter24_accel_residpost_tlastpatch_magnitude_ridge,acceleration_xy,22,0.9565217391304348,0.8321134680369294,0.19918317917948666,0.0,0.01,magnitude,vxy,resid_post,resize,ridge,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last_patch
fig2b_iter24_accel_residpost_tlastpatch_magnitude_ridge,acceleration_xy,23,1.0,0.8116419224280571,0.23908574147716657,0.0,0.01,magnitude,vxy,resid_post,resize,ridge,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last_patch
