run_name,variable,layer,layer_fraction,r2_mean,r2_std,best_lr_mode,best_wd_mode,grouping,direction_target,residual_capture,preprocessing,solver,feature_root
step6_spatial_sector_angle_adamw100,direction,1,0.043478260869565216,0.5283027762968663,0.039082666922306865,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,direction,2,0.08695652173913043,0.5567574048738504,0.057866617828160424,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,direction,3,0.13043478260869565,0.582934642118741,0.07432036395934849,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,direction,4,0.17391304347826086,0.6443597435562711,0.05438372174749825,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,direction,5,0.21739130434782608,0.6538186863478057,0.036806722121477,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,direction,6,0.2608695652173913,0.7438245042793532,0.04739218384032065,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,direction,7,0.30434782608695654,0.7251650331857828,0.04811172170079865,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,direction,8,0.34782608695652173,0.7464390532310599,0.07001029398365642,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,direction,9,0.391304347826087,0.9120352313043856,0.015763793275167633,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,direction,10,0.43478260869565216,0.9147547077536716,0.015611690682819783,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,direction,11,0.4782608695652174,0.905292127787783,0.022682864964117217,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,direction,12,0.5217391304347826,0.9460950937080341,0.01436086127521957,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,direction,13,0.5652173913043478,0.950505055767335,0.007046178105566115,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,direction,14,0.6086956521739131,0.9166841572027071,0.03781260681547239,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,direction,15,0.6521739130434783,0.9422033374110658,0.007400085477386864,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,direction,16,0.6956521739130435,0.9335564299026302,0.00654574509985345,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,direction,17,0.7391304347826086,0.8666921374801904,0.13928903607012122,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,direction,18,0.782608695652174,0.9069522569837932,0.03572033786543629,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,direction,19,0.8260869565217391,0.8689946046355181,0.09836464728121296,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,direction,20,0.8695652173913043,0.8510039492275349,0.11052398175354022,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,direction,21,0.9130434782608695,0.8526293542279403,0.10677429500214282,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,direction,22,0.9565217391304348,0.9045260206477252,0.03521569903917475,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,direction,23,1.0,0.8724465322115647,0.07408392716643852,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,acceleration,0,0.0,-0.10763748924219478,0.07063369229352108,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,acceleration,1,0.043478260869565216,0.8041591598759841,0.08761663452382984,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,acceleration,2,0.08695652173913043,0.7287594847266725,0.1101926958173709,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,acceleration,3,0.13043478260869565,0.827452631124616,0.07275811548547428,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,acceleration,4,0.17391304347826086,0.8235067457836452,0.05354158112372175,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
step6_spatial_sector_angle_adamw100,acceleration,5,0.21739130434782608,0.8742255609276279,0.04115734967628841,0.001,0.1,spatial_sector,angle,resid_pre,resize,adamw100,/home/solee/pez/artifacts/features/resid_pre_resize
