run_name,variable,layer,layer_fraction,r2_mean,r2_std,best_lr_mode,best_wd_mode,grouping,direction_target,residual_capture,preprocessing,solver,probe_set,norm_mode,feature_root
fig2b_iter18_accel_residpost_tfirst_magnitude,acceleration_xy,0,0.0,0.4562070003281228,0.2897640475017785,0.005,0.8,magnitude,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_first
fig2b_iter18_accel_residpost_tfirst_magnitude,acceleration_xy,1,0.043478260869565216,0.4649107203732593,0.5081167083199255,0.005,0.8,magnitude,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_first
fig2b_iter18_accel_residpost_tfirst_magnitude,acceleration_xy,2,0.08695652173913043,0.4481094742909401,0.5369770346408215,0.005,0.1,magnitude,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_first
fig2b_iter18_accel_residpost_tfirst_magnitude,acceleration_xy,3,0.13043478260869565,0.12843302539052245,1.1745560800843278,0.003,0.8,magnitude,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_first
fig2b_iter18_accel_residpost_tfirst_magnitude,acceleration_xy,4,0.17391304347826086,0.35486515794032847,0.8685463294835777,0.003,0.8,magnitude,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_first
fig2b_iter18_accel_residpost_tfirst_magnitude,acceleration_xy,5,0.21739130434782608,0.5457869786241545,0.4964843723847216,0.005,0.8,magnitude,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_first
fig2b_iter18_accel_residpost_tfirst_magnitude,acceleration_xy,6,0.2608695652173913,0.6445324580485472,0.4469836389822215,0.005,0.8,magnitude,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_first
fig2b_iter18_accel_residpost_tfirst_magnitude,acceleration_xy,7,0.30434782608695654,0.48577912946172097,0.7654003535497926,0.005,0.8,magnitude,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_first
fig2b_iter18_accel_residpost_tfirst_magnitude,acceleration_xy,8,0.34782608695652173,0.8333245916200125,0.1994598390254362,0.005,0.4,magnitude,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_first
fig2b_iter18_accel_residpost_tfirst_magnitude,acceleration_xy,9,0.391304347826087,0.88685276124843,0.13271430599692396,0.005,0.8,magnitude,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_first
