run_name,variable,layer,layer_fraction,r2_mean,r2_std,best_lr_mode,best_wd_mode,grouping,direction_target,residual_capture,preprocessing,feature_root
step3_pixel_region_angle,direction,4,0.17391304347826086,0.6960197551705394,0.05587638332913576,0.003,0.01,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,direction,5,0.21739130434782608,0.7055908260568371,0.05941647964418372,0.005,0.8,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,direction,6,0.2608695652173913,0.7753411199002183,0.05884567389794261,0.003,0.8,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,direction,7,0.30434782608695654,0.7731826994827999,0.05506693098655883,0.005,0.8,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,direction,8,0.34782608695652173,0.8101530911450301,0.03552435340258636,0.003,0.1,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,direction,9,0.391304347826087,0.9380253750469933,0.013537307445213033,0.003,0.1,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,direction,10,0.43478260869565216,0.9380973850798104,0.012508567967442572,0.003,0.1,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,direction,11,0.4782608695652174,0.9345448964714965,0.020545411334128474,0.005,0.1,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,direction,12,0.5217391304347826,0.9679298716300613,0.005951494922817569,0.005,0.1,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
step3_pixel_region_angle,direction,13,0.5652173913043478,0.9622213033703912,0.0064757883958059025,0.005,0.1,pixel_region,angle,resid_pre,resize,/home/solee/pez/artifacts/features/resid_pre_resize
