run_name,variable,layer,layer_fraction,r2_mean,r2_std,best_lr_mode,best_wd_mode,grouping,direction_target,residual_capture,preprocessing,solver,probe_set,norm_mode,feature_root
fig2b_iter15_accel_residpost_tlast_magsector,acceleration_xy,0,0.0,0.5727175686784243,0.022370271858221442,0.005,0.8,magnitude_spatial_sector,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter15_accel_residpost_tlast_magsector,acceleration_xy,1,0.043478260869565216,0.7210362472652041,0.043194298412205685,0.003,0.1,magnitude_spatial_sector,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter15_accel_residpost_tlast_magsector,acceleration_xy,2,0.08695652173913043,0.7652889199839409,0.008428819689488998,0.003,0.1,magnitude_spatial_sector,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter15_accel_residpost_tlast_magsector,acceleration_xy,3,0.13043478260869565,0.7577711034067629,0.027043505247861505,0.003,0.1,magnitude_spatial_sector,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter15_accel_residpost_tlast_magsector,acceleration_xy,4,0.17391304347826086,0.792352671785814,0.04883854232154934,0.003,0.1,magnitude_spatial_sector,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter15_accel_residpost_tlast_magsector,acceleration_xy,5,0.21739130434782608,0.8789779031681476,0.017670846457246776,0.005,0.4,magnitude_spatial_sector,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter15_accel_residpost_tlast_magsector,acceleration_xy,6,0.2608695652173913,0.88724025418399,0.02088500166041335,0.005,0.1,magnitude_spatial_sector,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter15_accel_residpost_tlast_magsector,acceleration_xy,7,0.30434782608695654,0.9145363792313237,0.014533056525846974,0.005,0.1,magnitude_spatial_sector,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter15_accel_residpost_tlast_magsector,acceleration_xy,8,0.34782608695652173,0.9693320856981058,0.005629407274065689,0.005,0.1,magnitude_spatial_sector,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter15_accel_residpost_tlast_magsector,acceleration_xy,9,0.391304347826087,0.9720970833809179,0.006388412705267514,0.005,0.1,magnitude_spatial_sector,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter15_accel_residpost_tlast_magsector,acceleration_xy,10,0.43478260869565216,0.9772265508615394,0.006429374238762949,0.005,0.1,magnitude_spatial_sector,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter15_accel_residpost_tlast_magsector,acceleration_xy,11,0.4782608695652174,0.9743887364077175,0.004081914946330198,0.005,0.1,magnitude_spatial_sector,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter15_accel_residpost_tlast_magsector,acceleration_xy,12,0.5217391304347826,0.9716310308685113,0.005310842495386488,0.005,0.1,magnitude_spatial_sector,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter15_accel_residpost_tlast_magsector,acceleration_xy,13,0.5652173913043478,0.9724382556583444,0.004744975413855892,0.005,0.1,magnitude_spatial_sector,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter15_accel_residpost_tlast_magsector,acceleration_xy,14,0.6086956521739131,0.976465545755832,0.005937986414616572,0.005,0.1,magnitude_spatial_sector,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,zscore,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
