run_name,variable,layer,layer_fraction,r2_mean,r2_std,best_lr_mode,best_wd_mode,grouping,direction_target,residual_capture,preprocessing,solver,probe_set,feature_root
fig2c_iter3_residpost_condition_angle,speed,0,0.0,0.943002685055587,0.010008402342627126,0.001,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,speed,1,0.043478260869565216,0.9406935560219158,0.014276010502710879,0.005,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,speed,2,0.08695652173913043,0.9322182596903982,0.010389505396750709,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,speed,3,0.13043478260869565,0.9349522815630428,0.009987410494227142,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,speed,4,0.17391304347826086,0.9485048314190561,0.011395023357877546,0.003,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,speed,5,0.21739130434782608,0.9741474531010349,0.004609768057397875,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,speed,6,0.2608695652173913,0.9791926187935811,0.002821205207064296,0.005,0.4,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,speed,7,0.30434782608695654,0.9857697026822605,0.0018586191054421857,0.005,0.4,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,speed,8,0.34782608695652173,0.9888835340606027,0.0018662610637676619,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,speed,9,0.391304347826087,0.9896587046191293,0.00198293302452361,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,speed,10,0.43478260869565216,0.9896884316405767,0.0018362416165687177,0.005,0.4,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,speed,11,0.4782608695652174,0.9925395212118143,0.001119485293124125,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,speed,12,0.5217391304347826,0.9928311504992408,0.0019285590571144569,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,speed,13,0.5652173913043478,0.9926954883923995,0.0014498406345742555,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,speed,14,0.6086956521739131,0.9929993958780636,0.0015603995754679568,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,speed,15,0.6521739130434783,0.9923803776204598,0.0016331941324795622,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,speed,16,0.6956521739130435,0.9915365261243931,0.001792845154126467,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,speed,17,0.7391304347826086,0.9918867477556347,0.0011424098925331772,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,speed,18,0.782608695652174,0.9929366840368354,0.0015795127599408604,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,speed,19,0.8260869565217391,0.9927583516565848,0.0018222977335184494,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,speed,20,0.8695652173913043,0.9916293987479546,0.0024298868346259066,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,speed,21,0.9130434782608695,0.9908652766678545,0.0026417354615202995,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,speed,22,0.9565217391304348,0.9909511886946788,0.0015237459641271993,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,speed,23,1.0,0.9913005551323956,0.0014931714638356313,0.005,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,direction,0,0.0,0.5583653257810771,0.08338286428727015,0.003,0.8,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,direction,1,0.043478260869565216,0.665448792527713,0.09261014500793828,0.005,0.8,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,direction,2,0.08695652173913043,0.6850644974237232,0.06961858588554651,0.005,0.8,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,direction,3,0.13043478260869565,0.6418640207450323,0.0657389702239662,0.005,0.4,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,direction,4,0.17391304347826086,0.6793802348571258,0.050527152228727286,0.005,0.8,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,direction,5,0.21739130434782608,0.7423782249921462,0.050303540783267375,0.005,0.8,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,direction,6,0.2608695652173913,0.7374185385273929,0.06037230009382308,0.003,0.8,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,direction,7,0.30434782608695654,0.7825933588003814,0.03735835532515566,0.005,0.8,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,direction,8,0.34782608695652173,0.9234362046004018,0.017903476969588394,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,direction,9,0.391304347826087,0.9174279200797916,0.018528088989408126,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,direction,10,0.43478260869565216,0.915086560919848,0.027510722155035014,0.003,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,direction,11,0.4782608695652174,0.948024357779649,0.026200580349954462,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,direction,12,0.5217391304347826,0.9384087851590082,0.029790595494743666,0.005,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,direction,13,0.5652173913043478,0.9545809468753579,0.024082265825405305,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,direction,14,0.6086956521739131,0.9513696987307597,0.027010735485365405,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,direction,15,0.6521739130434783,0.9449521740595745,0.026122007817594828,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,direction,16,0.6956521739130435,0.9444311392800472,0.028298895198890447,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,direction,17,0.7391304347826086,0.9422225774686549,0.026275750890291136,0.003,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,direction,18,0.782608695652174,0.9438393425606563,0.03116613706522294,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,direction,19,0.8260869565217391,0.9454389979832666,0.025865650092523715,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,direction,20,0.8695652173913043,0.9371128800444095,0.0261601252926436,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,direction,21,0.9130434782608695,0.9484305450437306,0.022601760340292633,0.003,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,direction,22,0.9565217391304348,0.9464655085494569,0.017563145983709904,0.005,0.1,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,direction,23,1.0,0.9448910857862458,0.020537366644045527,0.005,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,acceleration,0,0.0,0.0,0.0,0.0001,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,acceleration,1,0.043478260869565216,0.0,0.0,0.0001,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,acceleration,2,0.08695652173913043,0.0,0.0,0.0001,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,acceleration,3,0.13043478260869565,0.0,0.0,0.0001,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,acceleration,4,0.17391304347826086,0.0,0.0,0.0001,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,acceleration,5,0.21739130434782608,0.0,0.0,0.0001,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,acceleration,6,0.2608695652173913,0.0,0.0,0.0001,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,acceleration,7,0.30434782608695654,0.0,0.0,0.0001,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,acceleration,8,0.34782608695652173,0.0,0.0,0.0001,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,acceleration,9,0.391304347826087,0.0,0.0,0.0001,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,acceleration,10,0.43478260869565216,0.0,0.0,0.0001,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,acceleration,11,0.4782608695652174,0.0,0.0,0.0001,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,acceleration,12,0.5217391304347826,0.0,0.0,0.0001,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,acceleration,13,0.5652173913043478,0.0,0.0,0.0001,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,acceleration,14,0.6086956521739131,0.0,0.0,0.0001,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,acceleration,15,0.6521739130434783,0.0,0.0,0.0001,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,acceleration,16,0.6956521739130435,0.0,0.0,0.0001,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,acceleration,17,0.7391304347826086,0.0,0.0,0.0001,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,acceleration,18,0.782608695652174,0.0,0.0,0.0001,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,acceleration,19,0.8260869565217391,0.0,0.0,0.0001,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,acceleration,20,0.8695652173913043,0.0,0.0,0.0001,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,acceleration,21,0.9130434782608695,0.0,0.0,0.0001,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,acceleration,22,0.9565217391304348,0.0,0.0,0.0001,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
fig2c_iter3_residpost_condition_angle,acceleration,23,1.0,0.0,0.0,0.0001,0.01,condition,angle,resid_post,resize,trainable,fig2c,/home/solee/pez/artifacts/features/resid_post_resize
