run_name,variable,layer,layer_fraction,r2_mean,r2_std,best_lr_mode,best_wd_mode,grouping,direction_target,residual_capture,preprocessing,solver,probe_set,norm_mode,feature_root
fig2b_iter16_accel_residpost_tlast_magnitude_center,acceleration_xy,0,0.0,0.45350602264155204,0.2119181601938797,0.005,0.01,magnitude,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,center,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter16_accel_residpost_tlast_magnitude_center,acceleration_xy,1,0.043478260869565216,0.5493180543893368,0.3204823795027524,0.005,0.01,magnitude,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,center,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter16_accel_residpost_tlast_magnitude_center,acceleration_xy,2,0.08695652173913043,0.5769147486858959,0.284406000060716,0.003,0.01,magnitude,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,center,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter16_accel_residpost_tlast_magnitude_center,acceleration_xy,3,0.13043478260869565,0.5783847585089674,0.32865691046100887,0.005,0.01,magnitude,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,center,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter16_accel_residpost_tlast_magnitude_center,acceleration_xy,4,0.17391304347826086,0.5566912124691481,0.4677797510828428,0.005,0.01,magnitude,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,center,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter16_accel_residpost_tlast_magnitude_center,acceleration_xy,5,0.21739130434782608,0.7939454374085567,0.20979016192535266,0.003,0.01,magnitude,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,center,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter16_accel_residpost_tlast_magnitude_center,acceleration_xy,6,0.2608695652173913,0.7729349435007519,0.25505539603576544,0.005,0.01,magnitude,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,center,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter16_accel_residpost_tlast_magnitude_center,acceleration_xy,7,0.30434782608695654,0.7979356775403581,0.2532244306684559,0.005,0.01,magnitude,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,center,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter16_accel_residpost_tlast_magnitude_center,acceleration_xy,8,0.34782608695652173,0.9145423814813333,0.09926453875689208,0.005,0.8,magnitude,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,center,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter16_accel_residpost_tlast_magnitude_center,acceleration_xy,9,0.391304347826087,0.9143998168510361,0.10666926802197023,0.005,0.01,magnitude,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,center,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter16_accel_residpost_tlast_magnitude_center,acceleration_xy,10,0.43478260869565216,0.9288325954085439,0.09544920139328063,0.005,0.01,magnitude,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,center,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter16_accel_residpost_tlast_magnitude_center,acceleration_xy,11,0.4782608695652174,0.9084772598580226,0.12400218615586557,0.005,0.01,magnitude,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,center,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter16_accel_residpost_tlast_magnitude_center,acceleration_xy,12,0.5217391304347826,0.8877581965655905,0.1683762887800327,0.005,0.01,magnitude,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,center,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter16_accel_residpost_tlast_magnitude_center,acceleration_xy,13,0.5652173913043478,0.9183447617386848,0.10014073507676485,0.005,0.01,magnitude,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,center,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
fig2b_iter16_accel_residpost_tlast_magnitude_center,acceleration_xy,14,0.6086956521739131,0.9323382379715112,0.07729285285153294,0.005,0.01,magnitude,vxy,resid_post,resize,trainable,fig2b_acceleration_xy,center,/home/solee/pez/artifacts/features/resid_post_resize_temporal_last
