layer,probe,mean_r2,std_r2,best_lr,best_wd
0,speed,0.8563174159753144,0.022063302032663153,0.0001,0.01
1,speed,0.9108501964613719,0.022645890733363584,0.0001,0.01
2,speed,0.8689427863786772,0.023311072326362765,0.0001,0.8
3,speed,0.9032344852761591,0.03288907137821839,0.0001,0.8
4,speed,0.925279118117623,0.01701975074941287,0.0001,0.8
5,speed,0.9290400408277353,0.023314810887482728,0.0001,0.8
6,speed,0.9212936673818278,0.027706949458820403,0.0001,0.8
7,speed,0.9237565526964456,0.023146333432961894,0.0001,0.8
8,speed,0.9523429680615969,0.014435404324612546,0.0001,0.8
9,speed,0.9681213897023475,0.00480039477497301,0.0001,0.8
10,speed,0.9752547399038363,0.0036257064900353086,0.0001,0.8
11,speed,0.9763418831882046,0.0057362559419225885,0.0001,0.8
12,speed,0.9811630424731332,0.004755776010191406,0.0001,0.8
13,speed,0.9808206550620173,0.004026983838930908,0.0001,0.8
14,speed,0.9831269901861303,0.003906487469210717,0.0001,0.8
15,speed,0.9843740023022978,0.0030949161420543376,0.0001,0.8
16,speed,0.984257069985096,0.0017174506323001726,0.0001,0.8
17,speed,0.9868268791670424,0.0011595722471048125,0.0001,0.8
18,speed,0.9878677134277751,0.0015108463584855333,0.0001,0.8
19,speed,0.9884016543726307,0.0014919471748402414,0.0001,0.8
20,speed,0.9899016147180552,0.0015238435110964431,0.0001,0.8
21,speed,0.9902914353565884,0.0011452258253852729,0.0001,0.8
22,speed,0.9896118006923048,0.001439070668370887,0.0001,0.8
23,speed,0.9898632482296641,0.0013113934303791545,0.0001,0.8
24,speed,0.9914005858897109,0.001027156055018559,0.0001,0.8
25,speed,0.9909662366751661,0.0010884677898236308,0.0001,0.8
26,speed,0.9906621566831442,0.0014754409748037897,0.0001,0.8
27,speed,0.9906393259134795,0.0014634934255960258,0.0001,0.8
28,speed,0.9910824495702132,0.001891706452959724,0.0001,0.8
29,speed,0.9915337291155548,0.0011328494195415014,0.0001,0.8
30,speed,0.9916216880990207,0.0010846211423974222,0.0001,0.8
31,speed,0.9914894049405788,0.002208291183903317,0.0001,0.8
32,speed,0.9906143227373441,0.0020188925809637697,0.0001,0.8
33,speed,0.9914817180204599,0.00138735789223028,0.0001,0.8
34,speed,0.9909769559241604,0.0018119673856671812,0.0001,0.8
35,speed,0.9911321994240891,0.0015490008325780462,0.0001,0.8
36,speed,0.9914842870107504,0.0017681846801768904,0.0001,0.8
37,speed,0.9907219719962518,0.0017325799267312435,0.0001,0.8
38,speed,0.9897121219581327,0.0015878652158387357,0.0001,0.8
39,speed,0.9889336249827906,0.0016148639520972344,0.0001,0.8
0,direction,0.7035958214067968,0.03078608732261914,0.0001,0.1
1,direction,0.7677046429202018,0.02295520852075694,0.0001,0.4
2,direction,0.8073899078124818,0.02009487887428455,0.0001,0.8
3,direction,0.8774025121350203,0.012637827285615187,0.0001,0.8
4,direction,0.8944166888205599,0.009996654666788908,0.0001,0.8
5,direction,0.9344366494350279,0.006884472073101915,0.0001,0.8
6,direction,0.9420069939005573,0.003638630179618487,0.0001,0.8
7,direction,0.9490217524397668,0.003907518498978755,0.0001,0.8
8,direction,0.9553042004189678,0.0037142611114037664,0.0001,0.8
9,direction,0.9736807806032948,0.0034824352527244302,0.0001,0.8
10,direction,0.9710987702949337,0.0030199762125109136,0.0001,0.8
11,direction,0.9710041439837097,0.0029621579925343347,0.0001,0.8
12,direction,0.971412556549215,0.003397509687858388,0.0001,0.8
13,direction,0.9738542018831964,0.004174698040657063,0.0001,0.8
14,direction,0.9732267932790573,0.004785897623200946,0.0001,0.8
15,direction,0.9755960724929233,0.0036263100303517456,0.0001,0.8
16,direction,0.9759206019408888,0.003130373814284999,0.0001,0.8
17,direction,0.9866039840487021,0.0010973560912121234,0.0001,0.8
18,direction,0.9871244399585356,0.0010126605864067485,0.0001,0.8
19,direction,0.9877586320989439,0.0007079214537810373,0.0001,0.8
20,direction,0.9884272667362826,0.0007188223938233073,0.0001,0.8
21,direction,0.9899115382594458,0.0013355438508835527,0.0001,0.8
22,direction,0.9903164004791318,0.0009254642473280625,0.0001,0.8
23,direction,0.9885239792155179,0.0015425475892905918,0.0001,0.8
24,direction,0.9868942626377055,0.0012051527878437747,0.0001,0.8
25,direction,0.9884247123120522,0.0010461516145712337,0.0001,0.8
26,direction,0.9886730372678663,0.0009854451273214834,0.0001,0.8
27,direction,0.9871631415458649,0.0012954699555925676,0.0001,0.4
28,direction,0.9863078252406068,0.0017129940655025138,0.0001,0.4
29,direction,0.9897353227427542,0.001576554611019442,0.0001,0.8
30,direction,0.991503001659179,0.0008972713326889472,0.0001,0.8
